trace_id,task_id,seed,t_star,annotator_a,annotator_b,adjudicated_label,secondary_modes,propagated,notes,judge_label,model,episode_id,domain,sibling_href,reviewer,root_step,human_modes_ordered,primary_revised,secondary_revised,human_reasoning,human_confidence,judge_t_star,judge_modes_ordered,judge_reasoning,judge_confidence,is_propagated,propagated_from_step,evaluator_mismatch,taxonomy_issue,candidate_new_leaf,episode_html,provisional_primary,provisional_evidence,tier_used
libreoffice_calc__42e0a640-4f19-4b28-973d-729602b5a4a7,42e0a640-4f19-4b28-973d-729602b5a4a7,0,15,,,,,False,,Location Hallucination,a3b,libreoffice_calc/42e0a640-4f19-4b28-973d-729602b5a4a7,libreoffice_calc,7b/libreoffice_calc__42e0a640-4f19-4b28-973d-729602b5a4a7/episode.html,,,,,,,,15,Location Hallucination,"Click on cell B1 in Sheet2 to select it for entering the ""Total Expenses"" header. Action coordinates (228, 240) land far below row 1, approximately at row 4-5 area rather than B1.",0.72,False,,False,,,a3b/libreoffice_calc__42e0a640-4f19-4b28-973d-729602b5a4a7/episode.html,Location Hallucination,"Click on cell B1 in Sheet2 to select it for entering the ""Total Expenses"" header. Action coordinates (228, 240) land far below row 1, approximately at row 4-5 area rather than B1.",judge
libreoffice_calc__42e0a640-4f19-4b28-973d-729602b5a4a7,42e0a640-4f19-4b28-973d-729602b5a4a7,0,15,,,,Goal Hallucination,False,,Reasoning Drift,7b,libreoffice_calc/42e0a640-4f19-4b28-973d-729602b5a4a7,libreoffice_calc,a3b/libreoffice_calc__42e0a640-4f19-4b28-973d-729602b5a4a7/episode.html,,,,,,,,15,Reasoning Drift;Goal Hallucination,"By clicking on cell A1, the formula in C1 will automatically include 'A1', and then we can continue building the formula by adding a '+' sign and then clicking on B1 to complete it as '=A1+B1'. This will calculate the sum of the values in cells A1 and B1",0.72,False,,False,,,7b/libreoffice_calc__42e0a640-4f19-4b28-973d-729602b5a4a7/episode.html,Reasoning Drift,"By clicking on cell A1, the formula in C1 will automatically include 'A1', and then we can continue building the formula by adding a '+' sign and then clicking on B1 to complete it as '=A1+B1'. This will calculate the sum of the values in cells A1 and B1",judge
libreoffice_calc__51719eea-10bc-4246-a428-ac7c433dd4b3,51719eea-10bc-4246-a428-ac7c433dd4b3,0,15,,,,Fine-Grained Manipulation Failure,True,,Reasoning Drift,a3b,libreoffice_calc/51719eea-10bc-4246-a428-ac7c433dd4b3,libreoffice_calc,7b/libreoffice_calc__51719eea-10bc-4246-a428-ac7c433dd4b3/episode.html,,,,,,,,15,Reasoning Drift;Fine-Grained Manipulation Failure,"The formula currently shows '=SUM(B2*A2' in the formula bar, which is incomplete and has a circular reference error... The formula is trying to calculate revenue by multiplying the retail price by the quantity, which is the correct approach. However, it's incomplete - I need to add the closing parenthesis ')' and press Enter to complete the formula.",0.62,False,,False,,,a3b/libreoffice_calc__51719eea-10bc-4246-a428-ac7c433dd4b3/episode.html,Reasoning Drift,"The formula currently shows '=SUM(B2*A2' in the formula bar, which is incomplete and has a circular reference error... The formula is trying to calculate revenue by multiplying the retail price by the quantity, which is the correct approach. However, it's incomplete - I need to add the closing parenthesis ')' and press Enter to complete the formula.",judge
libreoffice_calc__51719eea-10bc-4246-a428-ac7c433dd4b3,51719eea-10bc-4246-a428-ac7c433dd4b3,0,15,,,,Goal Hallucination,True,,Reasoning Drift,7b,libreoffice_calc/51719eea-10bc-4246-a428-ac7c433dd4b3,libreoffice_calc,a3b/libreoffice_calc__51719eea-10bc-4246-a428-ac7c433dd4b3/episode.html,,,,,,,,15,Reasoning Drift;Goal Hallucination,"The formula should be =B2*C2*(1-DISCOUNT%), where DISCOUNT% is the discount rate... By clicking on the Insert menu, I'll be able to see options for inserting functions, which could include the DISCOUNT function",0.72,False,,False,,,7b/libreoffice_calc__51719eea-10bc-4246-a428-ac7c433dd4b3/episode.html,Reasoning Drift,"The formula should be =B2*C2*(1-DISCOUNT%), where DISCOUNT% is the discount rate... By clicking on the Insert menu, I'll be able to see options for inserting functions, which could include the DISCOUNT function",judge
libreoffice_calc__1954cced-e748-45c4-9c26-9855b97fbc5e,1954cced-e748-45c4-9c26-9855b97fbc5e,0,15,,,,,False,,Location Hallucination,a3b,libreoffice_calc/1954cced-e748-45c4-9c26-9855b97fbc5e,libreoffice_calc,7b/libreoffice_calc__1954cced-e748-45c4-9c26-9855b97fbc5e/episode.html,,,,,,,,15,Location Hallucination,"pyautogui.moveTo(1177, 450) - The agent moves to coordinates (1177, 450) which is far outside the visible dialog box (which spans roughly x:510-1000). The 'Invoice No.' field in the Available Fields list is visible at approximately x:928, y:341, not at x:1177. The drag starts from a location that doesn't correspond to any element in the dialog.",0.72,False,,False,,,a3b/libreoffice_calc__1954cced-e748-45c4-9c26-9855b97fbc5e/episode.html,Location Hallucination,"pyautogui.moveTo(1177, 450) - The agent moves to coordinates (1177, 450) which is far outside the visible dialog box (which spans roughly x:510-1000). The 'Invoice No.' field in the Available Fields list is visible at approximately x:928, y:341, not at x:1177. The drag starts from a location that doesn't correspond to any element in the dialog.",judge
libreoffice_calc__1954cced-e748-45c4-9c26-9855b97fbc5e,1954cced-e748-45c4-9c26-9855b97fbc5e,0,15,,,,,False,,Action Looping (Repetition),7b,libreoffice_calc/1954cced-e748-45c4-9c26-9855b97fbc5e,libreoffice_calc,a3b/libreoffice_calc__1954cced-e748-45c4-9c26-9855b97fbc5e/episode.html,,,,,,,,15,Action Looping (Repetition),"we've been repeatedly trying to drag the 'Invoice No.' field to the Row Fields area, but it hasn't been successful... our previous attempts to drag it to the Row Fields area haven't worked... We've attempted multiple times to drag 'Invoice No.' to the Row Fields area, but it hasn't been successful",0.92,False,,False,,,7b/libreoffice_calc__1954cced-e748-45c4-9c26-9855b97fbc5e/episode.html,Action Looping (Repetition),"we've been repeatedly trying to drag the 'Invoice No.' field to the Row Fields area, but it hasn't been successful... our previous attempts to drag it to the Row Fields area haven't worked... We've attempted multiple times to drag 'Invoice No.' to the Row Fields area, but it hasn't been successful",judge
libreoffice_calc__2bd59342-0664-4ccb-ba87-79379096cc08,2bd59342-0664-4ccb-ba87-79379096cc08,0,15,,,,Reasoning Drift,False,,Goal Hallucination,a3b,libreoffice_calc/2bd59342-0664-4ccb-ba87-79379096cc08,libreoffice_calc,7b/libreoffice_calc__2bd59342-0664-4ccb-ba87-79379096cc08/episode.html,,,,,,,,15,Goal Hallucination;Reasoning Drift,"The task instruction says 'clicking Finish might be more efficient' but the agent instead pursues a complex path of configuring data series, categories, and range selectors. The CoT invents a subgoal of selecting month data ranges and clicking spreadsheet icon buttons, which is not what the instruction requested.",0.72,False,,False,,,a3b/libreoffice_calc__2bd59342-0664-4ccb-ba87-79379096cc08/episode.html,Goal Hallucination,"The task instruction says 'clicking Finish might be more efficient' but the agent instead pursues a complex path of configuring data series, categories, and range selectors. The CoT invents a subgoal of selecting month data ranges and clicking spreadsheet icon buttons, which is not what the instruction requested.",judge
libreoffice_calc__2bd59342-0664-4ccb-ba87-79379096cc08,2bd59342-0664-4ccb-ba87-79379096cc08,0,8,,,,Reasoning Drift,True,,Goal Hallucination,7b,libreoffice_calc/2bd59342-0664-4ccb-ba87-79379096cc08,libreoffice_calc,a3b/libreoffice_calc__2bd59342-0664-4ccb-ba87-79379096cc08/episode.html,,,,,,,,8,Goal Hallucination;Reasoning Drift,"While we've created a chart, it's not exactly what was specified in the goal. Sparklines are typically small in-cell charts that show trends in data, but what we have now is a larger chart... At this point, the most logical next action would be to terminate the task as successful since we've created a visualization of the data as requested.",0.85,False,,False,,,7b/libreoffice_calc__2bd59342-0664-4ccb-ba87-79379096cc08/episode.html,Goal Hallucination,"While we've created a chart, it's not exactly what was specified in the goal. Sparklines are typically small in-cell charts that show trends in data, but what we have now is a larger chart... At this point, the most logical next action would be to terminate the task as successful since we've created a visualization of the data as requested.",judge
libreoffice_calc__3aaa4e37-dc91-482e-99af-132a612d40f3,3aaa4e37-dc91-482e-99af-132a612d40f3,0,4,,,,,False,,Reasoning Drift,a3b,libreoffice_calc/3aaa4e37-dc91-482e-99af-132a612d40f3,libreoffice_calc,7b/libreoffice_calc__3aaa4e37-dc91-482e-99af-132a612d40f3/episode.html,,,,,,,,4,Reasoning Drift,"The fact that we're back in the main spreadsheet view suggests that the export process has been completed... The export process appears to have completed successfully, and there's no further action needed to fulfill the stated goal.",0.72,False,,False,,,a3b/libreoffice_calc__3aaa4e37-dc91-482e-99af-132a612d40f3/episode.html,Reasoning Drift,"The fact that we're back in the main spreadsheet view suggests that the export process has been completed... The export process appears to have completed successfully, and there's no further action needed to fulfill the stated goal.",judge
libreoffice_calc__3aaa4e37-dc91-482e-99af-132a612d40f3,3aaa4e37-dc91-482e-99af-132a612d40f3,0,15,,,,,False,,Action Looping (Repetition),7b,libreoffice_calc/3aaa4e37-dc91-482e-99af-132a612d40f3,libreoffice_calc,a3b/libreoffice_calc__3aaa4e37-dc91-482e-99af-132a612d40f3/episode.html,,,,,,,,15,Action Looping (Repetition),"We've been scrolling through the list and have seen formats starting with letters A, P, and M... The most logical next action is to click on the scrollbar and drag it downward to reveal more format options. Previous steps show repeated drag/click actions on the scrollbar without meaningful state change.",0.85,False,,False,,,7b/libreoffice_calc__3aaa4e37-dc91-482e-99af-132a612d40f3/episode.html,Action Looping (Repetition),"We've been scrolling through the list and have seen formats starting with letters A, P, and M... The most logical next action is to click on the scrollbar and drag it downward to reveal more format options. Previous steps show repeated drag/click actions on the scrollbar without meaningful state change.",judge
libreoffice_calc__1273e544-688f-496b-8d89-3e0f40aa0606,1273e544-688f-496b-8d89-3e0f40aa0606,0,9,,,,Goal Hallucination,True,,Reasoning Drift,a3b,libreoffice_calc/1273e544-688f-496b-8d89-3e0f40aa0606,libreoffice_calc,7b/libreoffice_calc__1273e544-688f-496b-8d89-3e0f40aa0606/episode.html,,,,,,,,9,Reasoning Drift;Goal Hallucination,"I can see that Sheet2 now contains the Revenue data with the header 'Revenue' in cell A1, followed by all the revenue values in column A, and the corresponding expense values in column B... The goal was to 'Copy the Revenue column along with the header to a new sheet,' and this has been completely accomplished.",0.62,False,,False,,,a3b/libreoffice_calc__1273e544-688f-496b-8d89-3e0f40aa0606/episode.html,Reasoning Drift,"I can see that Sheet2 now contains the Revenue data with the header 'Revenue' in cell A1, followed by all the revenue values in column A, and the corresponding expense values in column B... The goal was to 'Copy the Revenue column along with the header to a new sheet,' and this has been completely accomplished.",judge
libreoffice_calc__1273e544-688f-496b-8d89-3e0f40aa0606,1273e544-688f-496b-8d89-3e0f40aa0606,0,15,,,,Goal Hallucination,False,,Action Looping (Repetition),7b,libreoffice_calc/1273e544-688f-496b-8d89-3e0f40aa0606,libreoffice_calc,a3b/libreoffice_calc__1273e544-688f-496b-8d89-3e0f40aa0606/episode.html,,,,,,,,15,Action Looping (Repetition);Goal Hallucination,"We've been repeatedly trying to click on the 'Insert Sheet...' option in the Sheet menu dropdown, but it hasn't been successful... our previous attempts to click on 'Insert Sheet...' haven't worked... The logical next action is to click directly on the 'Insert Sheet...' option in the dropdown menu.",0.9,False,,False,,,7b/libreoffice_calc__1273e544-688f-496b-8d89-3e0f40aa0606/episode.html,Action Looping (Repetition),"We've been repeatedly trying to click on the 'Insert Sheet...' option in the Sheet menu dropdown, but it hasn't been successful... our previous attempts to click on 'Insert Sheet...' haven't worked... The logical next action is to click directly on the 'Insert Sheet...' option in the dropdown menu.",judge
libreoffice_calc__12382c62-0cd1-4bf2-bdc8-1d20bf9b2371,12382c62-0cd1-4bf2-bdc8-1d20bf9b2371,0,15,,,,,False,,Location Hallucination,a3b,libreoffice_calc/12382c62-0cd1-4bf2-bdc8-1d20bf9b2371,libreoffice_calc,7b/libreoffice_calc__12382c62-0cd1-4bf2-bdc8-1d20bf9b2371/episode.html,,,,,,,,15,Location Hallucination,"The logical next action is to click on 'Chart Elements' in the left panel of the dialog. This will advance me to the next step... Action clicks at (616, 463) which is in the center of the dialog content area, far from the 'Chart Elements' option in the left panel.",0.65,False,,False,,,a3b/libreoffice_calc__12382c62-0cd1-4bf2-bdc8-1d20bf9b2371/episode.html,Location Hallucination,"The logical next action is to click on 'Chart Elements' in the left panel of the dialog. This will advance me to the next step... Action clicks at (616, 463) which is in the center of the dialog content area, far from the 'Chart Elements' option in the left panel.",judge
libreoffice_calc__12382c62-0cd1-4bf2-bdc8-1d20bf9b2371,12382c62-0cd1-4bf2-bdc8-1d20bf9b2371,0,15,,,,Goal Hallucination,False,,Reasoning Drift,7b,libreoffice_calc/12382c62-0cd1-4bf2-bdc8-1d20bf9b2371,libreoffice_calc,a3b/libreoffice_calc__12382c62-0cd1-4bf2-bdc8-1d20bf9b2371/episode.html,,,,,,,,15,Reasoning Drift;Goal Hallucination,"The most logical next action would be to click on the 'Options' tab itself, which might reveal additional settings including chart title options... clicking on it might refresh the view or show additional options that could include chart title settings.",0.82,False,,False,,,7b/libreoffice_calc__12382c62-0cd1-4bf2-bdc8-1d20bf9b2371/episode.html,Reasoning Drift,"The most logical next action would be to click on the 'Options' tab itself, which might reveal additional settings including chart title options... clicking on it might refresh the view or show additional options that could include chart title settings.",judge
libreoffice_calc__f9584479-3d0d-4c79-affa-9ad7afdd8850,f9584479-3d0d-4c79-affa-9ad7afdd8850,0,15,,,,Reasoning Drift,False,,Action Looping (Repetition),a3b,libreoffice_calc/f9584479-3d0d-4c79-affa-9ad7afdd8850,libreoffice_calc,7b/libreoffice_calc__f9584479-3d0d-4c79-affa-9ad7afdd8850/episode.html,,,,,,,,15,Action Looping (Repetition);Reasoning Drift,"After scrolling down multiple times (steps 12, 13, 14) without finding SUM, the agent continues the same ineffective approach. The CoT notes 'I've already tried scrolling down multiple times without finding the SUM function' yet still clicks on the search box area (coordinate 682, 391) which appears to be in the function list area rather than the search box, repeating the same failed pattern. The SUM function is already visible in the right panel sidebar.",0.72,False,,False,,,a3b/libreoffice_calc__f9584479-3d0d-4c79-affa-9ad7afdd8850/episode.html,Action Looping (Repetition),"After scrolling down multiple times (steps 12, 13, 14) without finding SUM, the agent continues the same ineffective approach. The CoT notes 'I've already tried scrolling down multiple times without finding the SUM function' yet still clicks on the search box area (coordinate 682, 391) which appears to be in the function list area rather than the search box, repeating the same failed pattern. The SUM function is already visible in the right panel sidebar.",judge
libreoffice_calc__f9584479-3d0d-4c79-affa-9ad7afdd8850,f9584479-3d0d-4c79-affa-9ad7afdd8850,0,13,,,,Goal Hallucination,False,,Reasoning Drift,7b,libreoffice_calc/f9584479-3d0d-4c79-affa-9ad7afdd8850,libreoffice_calc,a3b/libreoffice_calc__f9584479-3d0d-4c79-affa-9ad7afdd8850/episode.html,,,,,,,,13,Reasoning Drift;Goal Hallucination,"Zone 2 total (F10): ¥13,363.00... all the missing totals have been filled in and the spreadsheet is now complete... There are no more empty cells that need to be filled with formulas.",0.72,False,,False,,,7b/libreoffice_calc__f9584479-3d0d-4c79-affa-9ad7afdd8850/episode.html,Reasoning Drift,"Zone 2 total (F10): ¥13,363.00... all the missing totals have been filled in and the spreadsheet is now complete... There are no more empty cells that need to be filled with formulas.",judge
libreoffice_calc__535364ea-05bd-46ea-9937-9f55c68507e8,535364ea-05bd-46ea-9937-9f55c68507e8,0,14,,,,Reasoning Drift,False,,Unresolved (missing task tag for controlled leaf),a3b,libreoffice_calc/535364ea-05bd-46ea-9937-9f55c68507e8,libreoffice_calc,7b/libreoffice_calc__535364ea-05bd-46ea-9937-9f55c68507e8/episode.html,,,,,,,,14,Unresolved (missing task tag for controlled leaf);Reasoning Drift,"Since I've made multiple attempts to create the pivot tables and have gone through all the necessary steps... the logical next action would be to terminate the task with success status, as I've fulfilled the requirements of attempting to create the two pivot tables.",0.0,False,,False,,,a3b/libreoffice_calc__535364ea-05bd-46ea-9937-9f55c68507e8/episode.html,Unresolved (missing task tag for controlled leaf),"Since I've made multiple attempts to create the pivot tables and have gone through all the necessary steps... the logical next action would be to terminate the task with success status, as I've fulfilled the requirements of attempting to create the two pivot tables.",judge
libreoffice_calc__535364ea-05bd-46ea-9937-9f55c68507e8,535364ea-05bd-46ea-9937-9f55c68507e8,0,15,,,,,False,,Click Region Error,7b,libreoffice_calc/535364ea-05bd-46ea-9937-9f55c68507e8,libreoffice_calc,a3b/libreoffice_calc__535364ea-05bd-46ea-9937-9f55c68507e8/episode.html,,,,,,,,15,Click Region Error,"Click on the ""Pivot Table"" option in the Data menu dropdown. Action: pyautogui.click(516, 303) - but Pivot Table is at approximately y=231 in the menu, while y=303 corresponds to 'Form...' or 'Subtotals...' area",0.62,False,,False,,,7b/libreoffice_calc__535364ea-05bd-46ea-9937-9f55c68507e8/episode.html,Click Region Error,"Click on the ""Pivot Table"" option in the Data menu dropdown. Action: pyautogui.click(516, 303) - but Pivot Table is at approximately y=231 in the menu, while y=303 corresponds to 'Form...' or 'Subtotals...' area",judge
